Sample,X,Y,Z
537,-0.207,0.047,-1.051
538,-0.035,-0.016,-1.074
539,-0.082,0.098,-0.988
540,-0.117,-0.008,-1.074
541,0.027,0.012,-0.926
542,-0.066,0.137,-0.922
543,0.074,-0.066,-1.059
544,0.094,0.086,-0.883
545,-0.020,0.020,-1.000
546,0.211,-0.105,-0.984
547,0.098,0.102,-0.809
548,-0.059,-0.043,-1.043
549,0.133,-0.109,-0.945
550,-0.113,0.086,-0.922
551,-0.191,-0.012,-1.043
552,-0.086,0.098,-0.852
553,-0.270,0.082,-1.066
554,0.043,-0.086,-1.078
555,0.219,0.043,-0.891
556,0.074,0.031,-1.074
557,0.352,-0.078,-1.012
558,0.215,0.055,-0.938
559,-0.012,0.020,-1.125
560,0.211,-0.008,-0.930
561,-0.062,0.203,-0.895
562,-0.148,-0.070,-1.160
563,0.031,-0.055,-0.957
564,-0.105,0.008,-1.016
565,-0.023,-0.027,-0.926
566,-0.074,0.074,-0.820
567,-0.340,0.094,-1.008
568,-0.129,0.070,-0.898
569,-0.098,-0.004,-0.996
570,-0.094,-0.008,-0.996
571,0.352,0.000,-0.859
572,0.254,0.055,-0.906
573,0.289,-0.051,-1.008
574,0.324,-0.039,-0.969
575,0.070,-0.016,-1.070
576,-0.004,0.062,-1.027
577,-0.102,0.086,-1.008
578,-0.203,0.039,-1.105
579,0.070,-0.012,-0.996
580,0.031,-0.016,-1.082
581,0.008,-0.004,-1.023
582,0.117,0.027,-0.926
583,-0.090,0.023,-1.027
584,-0.074,-0.020,-1.031
585,-0.066,0.016,-1.000
586,-0.078,-0.008,-1.027
587,0.078,0.039,-0.859
588,0.020,0.012,-0.973
589,0.090,-0.004,-0.898
590,0.176,-0.062,-0.855
591,-0.125,-0.055,-0.992
592,-0.246,0.035,-0.934
593,-0.230,0.098,-0.852
594,-0.371,0.039,-1.039
595,-0.094,-0.004,-0.934
596,0.188,-0.062,-1.012
597,0.238,0.000,-0.945
598,0.379,-0.020,-0.918
599,0.203,0.020,-0.992
600,0.121,0.020,-1.082
601,0.152,-0.035,-1.094
602,0.031,0.023,-1.109
603,0.035,0.043,-1.004
604,0.008,0.074,-0.992
605,-0.164,0.086,-1.027
606,0.008,-0.051,-1.039
607,0.047,-0.027,-1.000
608,-0.160,0.047,-0.996
609,-0.129,0.090,-0.922
610,-0.129,0.121,-0.871
611,-0.023,0.070,-0.945
612,0.223,-0.066,-0.945
613,0.215,0.016,-0.875
614,0.254,-0.047,-0.984
615,0.133,0.031,-0.918
616,-0.055,0.031,-0.961
617,0.031,0.004,-0.965
618,-0.020,-0.016,-0.988
619,-0.117,-0.047,-1.109
620,-0.043,-0.023,-1.102
621,-0.055,0.102,-0.973
622,0.168,-0.086,-1.043
623,0.086,0.070,-0.898
624,-0.031,0.031,-1.023
625,0.023,0.043,-0.996
626,-0.055,0.141,-0.930
627,0.121,0.043,-0.973
628,0.418,-0.008,-0.855
629,0.277,-0.035,-0.871
630,-0.062,-0.102,-0.996
631,-0.254,0.023,-0.984
632,-0.445,0.062,-1.055
633,-0.262,0.012,-0.992
634,-0.211,0.062,-0.926
635,-0.109,-0.066,-1.070
636,-0.035,-0.008,-1.000
637,-0.016,0.000,-1.027
638,0.215,-0.078,-1.070
639,0.316,0.055,-0.879
640,0.117,-0.008,-1.070
641,0.086,-0.055,-1.094
642,0.117,0.031,-0.992
643,0.094,0.094,-0.918
644,0.266,0.027,-0.863
645,0.074,0.133,-0.879
646,-0.105,0.012,-1.102
647,-0.133,0.066,-0.949
648,-0.242,0.129,-0.961
649,0.012,0.039,-0.918
650,0.047,0.055,-0.836
651,-0.113,-0.039,-1.117
652,0.109,-0.145,-1.172
653,0.090,0.000,-1.039
654,0.195,0.000,-0.984
655,0.316,-0.047,-0.863
656,0.027,-0.027,-1.012
657,-0.078,0.020,-1.031
658,0.047,0.086,-0.844
659,-0.215,0.098,-1.031
660,0.082,-0.070,-1.000
661,0.090,-0.027,-0.859
662,-0.223,0.059,-0.930
663,-0.113,0.031,-0.898
664,-0.176,0.082,-0.945
665,-0.188,0.062,-1.035
666,0.176,-0.043,-0.980
667,0.133,0.043,-0.938
668,0.250,-0.055,-1.047
669,0.340,-0.035,-1.000
670,0.086,0.102,-1.035
671,0.227,-0.055,-1.051
672,0.016,0.016,-1.004
673,-0.391,0.090,-1.133
674,-0.121,0.020,-1.043
675,-0.039,0.117,-0.938
676,0.012,0.105,-0.938
677,0.332,-0.102,-0.906
678,-0.031,0.059,-0.949
679,-0.070,-0.012,-1.012
680,0.074,0.016,-0.898
681,-0.027,0.109,-0.922
682,0.211,-0.008,-0.922
683,0.199,-0.062,-0.941
684,-0.008,-0.016,-1.047
685,0.168,-0.016,-0.926
686,0.004,0.004,-0.984
687,-0.277,0.039,-1.051
688,-0.078,-0.016,-1.035
689,-0.328,0.062,-1.129
690,-0.098,-0.012,-1.098
691,0.047,0.090,-0.867
692,-0.129,0.074,-1.008
693,0.152,-0.055,-0.973
694,0.039,-0.051,-1.000
695,-0.145,0.016,-1.035
696,0.281,-0.008,-0.891
697,0.160,0.133,-0.789
698,-0.039,0.070,-0.926
699,0.211,-0.039,-0.875
700,-0.090,0.012,-1.016
701,0.070,-0.078,-1.051
702,0.238,0.023,-0.871
703,-0.074,0.066,-0.996
704,-0.051,0.004,-1.016
705,-0.141,-0.020,-1.039
706,-0.199,0.008,-1.180
707,0.266,0.004,-0.961
